mappedPoolId,mappedByUser,mappedByUserId,mappedDateText,mappedDateUnixSeconds,mappedLatitude,mappedLongitude,mappedConfidence,mappedSource,mappedSource2,mappedPhotoNumber,mappedLocationAccuracy,mappedShape,mappedComments,createdAt,updatedAt
SDF1759,SDF,0,1/27/2011,1296086400,42.98813974,-72.82217816,ML,CIR,Remote CIR,4195-82T,H,Point,"Narrow pool; could be skidder ruts of shadow; topo not so good, steep slope with narrow bench",,
SDF176,SDF,0,3/10/2009,1236643200,44.65522135,-73.05738015,MH,CIR,Remote CIR,4193-120T,MH,Point,pool or shadow?,,
SDF1760,SDF,0,1/27/2011,1296086400,42.99492295,-72.73948379,MH,CIR,Remote CIR,4195-82T,H,Point,Roadside pool or seep on broad flat area,,
SDF1761,SDF,0,1/27/2011,1296086400,43.01793627,-72.8255628,H,CIR,Remote CIR,4195-81T,H,Point,Pair of pools on summit,,
SDF1762,SDF,0,1/27/2011,1296086400,43.01762109,-72.82539462,H,CIR,Remote CIR,4195-81T,H,Point,Pair pf pools on summit,,
SDF1763,SDF,0,1/27/2011,1296086400,43.03734124,-72.76314564,MH,CIR,Remote CIR,4195-81T,H,Point,Pool or seep,,
SDF1764,SDF,0,1/27/2011,1296086400,43.04277347,-72.76534836,M,CIR,Remote CIR,4195-80T,MH,Point,Pool or shadows on saddle,,
SDF1765,SDF,0,1/27/2011,1296086400,43.14423675,-72.82579709,MH,CIR,Remote CIR,4195-77T,H,Point,Pool or shadow on narrow saddle,,
SDF1766,SDF,0,1/27/2011,1296086400,43.14418163,-72.82512935,M,CIR,Remote CIR,4195-77T,H,Point,Pool or shadow on saddle,,
SDF1767,SDF,0,1/27/2011,1296086400,43.13808393,-72.81813407,MH,CIR,Remote CIR,4195-77T,MH,Point,Pool or shadow among conifers on saddle,,
SDF1768,SDF,0,1/27/2011,1296086400,43.15071131,-72.81900057,H,CIR,Remote CIR,4195-77T,H,Point,Pool on ridgetop saddle,,
SDF1769,SDF,0,1/27/2011,1296086400,43.15117956,-72.81904473,MH,CIR,Remote CIR,4195-77T,H,Point,Pool or shadow on ridgetop saddle,,
SDF177,SDF,0,3/10/2009,1236643200,44.65491451,-73.05745388,MH,CIR,Remote CIR,4193-120T,MH,Point,pool or shadow?,,
SDF1770,SDF,0,1/27/2011,1296086400,43.15149919,-72.817614,H,CIR,Remote CIR,4195-77T,H,Point,Pool on saddle,,
SDF1771,SDF,0,1/27/2011,1296086400,43.15034705,-72.8181782,MH,CIR,Remote CIR,4195-77T,H,Point,Pool or shadow on bench,,
SDF1772,SDF,0,1/27/2011,1296086400,43.14986333,-72.81636786,MH,CIR,Remote CIR,4195-77T,H,Point,Pool or seep on broad bench,,
SDF1773,SDF,0,1/27/2011,1296086400,43.21932912,-72.80256078,H,CIR,Remote CIR,4195-75T,H,Point,Roadside pool or unmapped pond,,
SDF1774,SDF,0,1/27/2011,1296086400,43.21888275,-72.80290662,H,CIR,Remote CIR,4195-75T,H,Point,Roadside pool or unmapped pond,,
SDF1775,SDF,0,1/27/2011,1296086400,43.21945248,-72.78036857,MH,CIR,Remote CIR,4195-75T,MH,Point,Long pool or shadow on saddle,,
SDF1776,SDF,0,1/27/2011,1296086400,43.21852992,-72.77977614,MH,CIR,Remote CIR,4195-75T,MH,Point,Pool or shadow on saddle,,
SDF1777,SDF,0,1/27/2011,1296086400,43.21749148,-72.77972962,MH,CIR,Remote CIR,4195-75T,MH,Point,Pool or seep south of conifers on saddle,,
SDF1778,SDF,0,1/27/2011,1296086400,43.27718508,-72.7614724,M,CIR,Remote CIR,4195-73T,MH,Point,"Ridgetop pool or shadow; appears to be reflection on CIR, presumably off ice or snow",,
SDF1779,SDF,0,2/1/2011,1296518400,43.72645408,-72.84533808,MH,CIR,Remote CIR,4197-29T,H,Point,Pool or seep on bench,,
SDF178,SDF,0,3/10/2009,1236643200,44.6543995,-73.05757162,MH,CIR,Remote CIR,4193-120T,MH,Point,pool or shadow?,,
SDF1780,SDF,0,2/1/2011,1296518400,43.7080129,-72.86946796,MH,CIR,Remote CIR,4197-28T,H,Point,Pool or seep on narrow saddle,,
SDF1781,SDF,0,2/1/2011,1296518400,43.66709394,-72.82352836,MH,CIR,Remote CIR,4197-27T,H,Point,Pool or unmapped wetland (beaver pond?),,
SDF1782,SDF,0,2/1/2011,1296518400,43.67007582,-72.83175795,M,CIR,Remote CIR,4197-27T,H,Point,Pool or shadow on wide saddle,,
SDF1783,SDF,0,2/1/2011,1296518400,43.66139032,-72.84918948,MH,CIR,Remote CIR,4197-27T,H,Point,Small pool or seep on edge of saddle near condos,,
SDF1785,SDF,0,2/1/2011,1296518400,43.62876908,-72.86701151,H,CIR,Remote CIR,4197-26T,H,Point,Pool on broad bench,,
SDF1787,SDF,0,2/1/2011,1296518400,43.59003221,-72.86857248,MH,CIR,Remote CIR,4197-25T,H,Point,Roadside pool along logging road (possibly shadow on log landing?),,
SDF1788,SDF,0,2/1/2011,1296518400,43.5881747,-72.87248027,MH,CIR,Remote CIR,4197-25T,MH,Point,Pool or shadow on saddle,,
SDF1789,SDF,0,2/1/2011,1296518400,43.57947653,-72.87969796,M,CIR,Remote CIR,4197-25T,M,Point,"Pool or seep on broad flat; signs of logging here, could be large skidder rut",,
SDF179,SDF,0,3/26/2009,1238025600,44.85245774,-73.00776705,M,CIR,Remote CIR,4202-112P,MH,Point,pool (maybe 2) visible on ortho,,
SDF1790,SDF,0,2/1/2011,1296518400,43.5790955,-72.89124669,MH,CIR,Remote CIR,4197-24T,H,Point,Pool or seep on saddle in logged area,,
SDF1791,SDF,0,2/1/2011,1296518400,43.57003491,-72.86261141,MH,CIR,Remote CIR,4197-24T,H,Point,Pool or seep on wide bench,,
SDF1792,SDF,0,2/1/2011,1296518400,43.58094444,-72.8589683,MH,CIR,Remote CIR,4197-24T,H,Point,Pool or seep on saddle near logging road,,
SDF1793,SDF,0,2/1/2011,1296518400,43.56138585,-72.83562506,M,CIR,Remote CIR,4197-23T,MH,Point,Pool or shadow on S edge of broad saddle,,
SDF1794,SDF,0,2/1/2011,1296518400,43.55292021,-72.8355176,MH,CIR,Remote CIR,4197-23T,H,Point,Large pool or beaver pond,,
SDF1795,SDF,0,2/1/2011,1296518400,43.55221588,-72.83571975,MH,CIR,Remote CIR,4197-23T,H,Point,Large pool or beaver pond,,
SDF1796,SDF,0,2/1/2011,1296518400,43.5302144,-72.87329604,M,CIR,Remote CIR,4197-23T,H,Point,Large pool or unmapped pond,,
SDF1797,SDF,0,2/1/2011,1296518400,43.53108729,-72.88637149,MH,CIR,Remote CIR,4197-23T,H,Point,Pool or large seep on saddle,,
SDF1798,SDF,0,2/1/2011,1296518400,43.53647787,-72.84479628,MH,CIR,Remote CIR,4197-23T,H,Point,Pool or seep on broad flat,,
SDF1799,SDF,0,2/1/2011,1296518400,43.50687234,-72.84349469,M,CIR,Remote CIR,4197-22T,MH,Point,Could be shadow near summit,,
SDF18,SDF,0,2/4/2009,1233705600,44.77877616,-72.7503303,M,CIR,Remote CIR,4198-43T,MH,Point,pool/shadow?,,
SDF180,SDF,0,3/26/2009,1238025600,44.84649973,-73.02613643,M,CIR,Remote CIR,4202-112P,MH,Point,"pool or wetland, visible on ortho",,
SDF1800,SDF,0,2/1/2011,1296518400,43.50238631,-72.84891021,M,CIR,Remote CIR,4197-22T,H,Point,Pool or shadow?? on wide bench,,
SDF1802,SDF,0,2/1/2011,1296518400,43.48556147,-72.89019714,MH,CIR,Remote CIR,4197-21T,MH,Point,Pool or seep along shoulder,,
SDF1803,SDF,0,2/1/2011,1296518400,43.41280722,-72.88071791,M,CIR,Remote CIR,4197-19T,MH,Point,Pool or shadow on bench,,
SDF1804,SDF,0,2/1/2011,1296518400,43.38791875,-72.85445915,M,CIR,Remote CIR,4197-18T,M,Point,Pool or shadow on broad flat,,
SDF1805,SDF,0,2/1/2011,1296518400,43.38754506,-72.85347973,M,CIR,Remote CIR,4197-18T,M,Point,Pool or shadow on broad flat,,
SDF1806,SDF,0,2/1/2011,1296518400,43.38117669,-72.85831446,M,CIR,Remote CIR,4197-18T,MH,Point,Could be shadow or seep; on shoulder,,
SDF1808,SDF,0,2/4/2011,1296777600,43.35491838,-72.86603105,MH,CIR,Remote CIR,4197-17T,H,Point,Pool or shadow on saddle,,
SDF1809,SDF,0,2/4/2011,1296777600,43.35394677,-72.86420575,ML,CIR,Remote CIR,4197-17T,MH,Point,"Probably shadow on shoulder, but worth checking out",,
SDF181,SDF,0,3/26/2009,1238025600,44.83346723,-73.03012619,MH,CIR,Remote CIR,4202-111P,H,Point,"linear shaped pool, N-S orientation with mapped wetlands to the N and S",,
SDF1810,SDF,0,2/4/2011,1296777600,43.32797459,-72.87700166,MH,CIR,Remote CIR,4197-16T,H,Point,Pool or seep on wide bench,,
SDF1811,SDF,0,2/4/2011,1296777600,43.31529504,-72.85398184,MH,CIR,Remote CIR,4197-16T,H,Point,Pool or pond on broad saddle,,
SDF1812,SDF,0,2/4/2011,1296777600,43.31277792,-72.85666669,MH,CIR,Remote CIR,4197-16T,H,Point,Pool or shadow on broad flat at edge of clearcut and S of large wetland,,
SDF1813,SDF,0,2/4/2011,1296777600,43.31337356,-72.83753956,H,CIR,Remote CIR,4197-16T,H,Point,Pool on N shoulder of ridge ~200m S of road,,
SDF1814,SDF,0,2/4/2011,1296777600,43.27909615,-72.83805238,ML,CIR,Remote CIR,4197-15T,MH,Point,Pool or shadow on ridgline,,
SDF1815,SDF,0,2/4/2011,1296777600,43.27952926,-72.83757539,ML,CIR,Remote CIR,4197-15T,MH,Point,Pool or shadow on ridgeline,,
SDF1816,SDF,0,2/4/2011,1296777600,43.27789396,-72.83691974,ML,CIR,Remote CIR,4197-15T,MH,Point,Pool or shadow on bench,,
SDF1817,SDF,0,2/4/2011,1296777600,43.27475645,-72.83466172,ML,CIR,Remote CIR,4197-15T,MH,Point,Pool or shadow on hilltop,,
SDF1818,SDF,0,2/4/2011,1296777600,43.29258329,-72.87454927,ML,CIR,Remote CIR,4197-15T,H,Point,Pool or seep on S side of logging road,,
SDF1819,SDF,0,2/4/2011,1296777600,43.29435726,-72.8700773,MH,CIR,Remote CIR,4197-15T,H,Point,Pool or shadow on narrow saddle,,
SDF182,SDF,0,3/26/2009,1238025600,44.83709803,-73.02630716,M,CIR,Remote CIR,4202-111P,MH,Point,linear shaped pool or seep,,
SDF1821,SDF,0,2/4/2011,1296777600,43.21690907,-72.88480493,H,CIR,Remote CIR,4197-13T,H,Point,Pool on saddle ~50m W of road on N edge of conifers,,
SDF1822,SDF,0,2/4/2011,1296777600,43.21859774,-72.88222258,H,CIR,Remote CIR,4197-13T,H,Point,Pool on saddle,,
SDF1823,SDF,0,2/4/2011,1296777600,43.19497912,-72.85344173,M,CIR,Remote CIR,4197-12T,MH,Point,Pool or shadow on toe of hill,,
SDF1824,SDF,0,2/4/2011,1296777600,43.1894015,-72.88588446,H,CIR,Remote CIR,4197-12T,H,Point,On west side of summit,,
SDF1825,SDF,0,2/4/2011,1296777600,43.18869416,-72.88427976,H,CIR,Remote CIR,4197-12T,H,Point,On bench SE of summit,,
SDF1826,SDF,0,2/4/2011,1296777600,43.17331561,-72.86919348,H,CIR,Remote CIR,4197-11T,H,Point,On broad bench,,
SDF1827,SDF,0,2/4/2011,1296777600,43.17347089,-72.86840145,H,CIR,Remote CIR,4197-11T,H,Point,On broad bench,,
SDF1828,SDF,0,2/4/2011,1296777600,43.1727396,-72.86784059,H,CIR,Remote CIR,4197-11T,H,Point,On broad bench,,
SDF1829,SDF,0,2/4/2011,1296777600,43.17299118,-72.86876027,H,CIR,Remote CIR,4197-11T,H,Point,On broad bench,,
SDF183,SDF,0,3/26/2009,1238025600,44.82706739,-73.03264789,M,CIR,Remote CIR,4202-111P,MH,Point,pool or seep on summit,,
SDF1830,SDF,0,2/4/2011,1296777600,43.17529807,-72.86377969,H,CIR,Remote CIR,4197-11T,H,Point,On ridgetop,,
SDF1831,SDF,0,2/4/2011,1296777600,43.17483175,-72.86313697,MH,CIR,Remote CIR,4197-11T,H,Point,Pool or shadow on bench of hill,,
SDF1832,SDF,0,2/4/2011,1296777600,43.16984668,-72.86184155,H,CIR,Remote CIR,4197-11T,H,Point,Roadside pool,,
SDF1833,SDF,0,2/4/2011,1296777600,43.16930766,-72.86164361,MH,CIR,Remote CIR,4197-11T,H,Point,Pool or unmapped wetland,,
SDF1834,SDF,0,2/4/2011,1296777600,43.16795582,-72.85107759,H,CIR,Remote CIR,4197-11T,H,Point,Long narrow pool on broad bench,,
SDF1835,SDF,0,2/4/2011,1296777600,43.17024254,-72.84912924,M,CIR,Remote CIR,4197-11T,H,Point,"Looks like it was a VP on CIR, but on newer ortho appears to be adjacent to home and possibly converted to a pond",,
SDF1836,SDF,0,2/4/2011,1296777600,43.17106272,-72.85062241,H,CIR,Remote CIR,4197-11T,H,Point,Pool alongside new driveway,,
SDF1837,SDF,0,2/4/2011,1296777600,43.16818352,-72.84986868,H,CIR,Remote CIR,4197-11T,MH,Point,Pool on broad summit,,
SDF1838,SDF,0,2/4/2011,1296777600,43.16557842,-72.8454976,MH,CIR,Remote CIR,4197-11T,H,Point,Pool or seep on small hilltop,,
SDF1839,SDF,0,2/4/2011,1296777600,43.17787699,-72.84677685,H,CIR,Remote CIR,4197-11T,H,Point,"Large pool in hayfield or pasture, but close to forest edge",,
SDF184,SDF,0,3/26/2009,1238025600,44.82617992,-73.03168478,M,CIR,Remote CIR,4202-111P,MH,Point,pool or seep in low spot,,
SDF1840,SDF,0,2/4/2011,1296777600,43.18737522,-72.84890324,M,CIR,Remote CIR,4197-11T,H,Point,"Former VP, now adjacent to house and probably converted to pond",,
SDF1841,SDF,0,2/4/2011,1296777600,43.13739447,-72.83318499,MH,CIR,Remote CIR,4197-10T,MH,Point,Pool or seep on saddle,,
SDF1842,SDF,0,2/4/2011,1296777600,43.12612946,-72.83240879,MH,CIR,Remote CIR,4197-10T,H,Point,Pool or shadow on wide bench ~50m NW of pond outlet,,
SDF1843,SDF,0,2/4/2011,1296777600,43.12841992,-72.83515803,H,CIR,Remote CIR,4197-10T,H,Point,Pool on narrow saddle,,
SDF1844,SDF,0,2/4/2011,1296777600,43.12641301,-72.86604867,H,CIR,Remote CIR,4197-10T,H,Point,Pool on hillside bench,,
SDF1845,SDF,0,2/4/2011,1296777600,43.12860235,-72.86482705,H,CIR,Remote CIR,4197-10T,H,Point,Pool on hillside bench,,
SDF1846,SDF,0,2/4/2011,1296777600,43.12787185,-72.86644319,H,CIR,Remote CIR,4197-10T,H,Point,Pool on hillside bench,,
SDF1847,SDF,0,2/4/2011,1296777600,43.12457382,-72.86381287,H,CIR,Remote CIR,4197-10T,H,Point,Pool on hillside bench,,
SDF1848,SDF,0,2/4/2011,1296777600,43.12201363,-72.85109228,M,CIR,Remote CIR,4197-10T,MH,Point,Pool or seep on bench E of saddle,,
SDF1849,SDF,0,2/4/2011,1296777600,43.11952711,-72.84788898,H,CIR,Remote CIR,4197-10T,H,Point,Large pool on saddle,,
SDF185,SDF,0,3/26/2009,1238025600,44.82251228,-73.02695027,M,CIR,Remote CIR,4202-111P,H,Point,"pool or unmapped wetland, visible on ortho",,
SDF1850,SDF,0,2/4/2011,1296777600,43.12735822,-72.87379654,MH,CIR,Remote CIR,4197-10T,MH,Point,Roadside pool,,
SDF1851,SDF,0,2/4/2011,1296777600,43.12949148,-72.88105044,MH,CIR,Remote CIR,4197-10T,H,Point,Pool or seep on bench,,
SDF1852,SDF,0,2/4/2011,1296777600,43.15064269,-72.89397035,H,CIR,Remote CIR,4197-10T,H,Point,Pool on broad bench,,
SDF1853,SDF,0,2/7/2011,1297036800,43.11456243,-72.8409528,H,CIR,Remote CIR,4197-9T,H,Point,Pool on wide bench next to logging road,,
SDF1854,SDF,0,2/7/2011,1297036800,43.06454719,-72.86220827,H,CIR,Remote CIR,4197-8T,H,Point,Large pool on bench below summit,,
SDF1855,SDF,0,2/7/2011,1297036800,43.06400258,-72.86165262,MH,CIR,Remote CIR,4197-8T,H,Point,Pool or seep on bench below summit,,
SDF1856,SDF,0,2/7/2011,1297036800,43.07311063,-72.87662444,H,CIR,Remote CIR,4197-8T,H,Point,Large pool on bench,,
SDF1857,SDF,0,2/7/2011,1297036800,43.05583617,-72.87023064,H,CIR,Remote CIR,4197-7T,H,Point,Ridgetop pool,,
SDF1858,SDF,0,2/7/2011,1297036800,43.05545693,-72.87098305,H,CIR,Remote CIR,4197-7T,H,Point,Ridgetop pool,,
SDF1859,SDF,0,2/7/2011,1297036800,43.04814607,-72.86316819,ML,CIR,Remote CIR,4197-7T,H,Point,Pool or seep on saddle,,
SDF186,SDF,0,3/26/2009,1238025600,44.82398898,-73.02602474,M,CIR,Remote CIR,4202-111P,H,Point,"pool or seep, visible on ortho",,
SDF1860,SDF,0,2/7/2011,1297036800,43.04530922,-72.86286248,ML,CIR,Remote CIR,4197-7T,H,Point,Pool or seep on bench,,
SDF1861,SDF,0,2/7/2011,1297036800,43.01873917,-72.86743684,ML,CIR,Remote CIR,4197-6T,H,Point,Pool or seep on ridgeline adjacent to road/driveway,,
SDF1862,SDF,0,2/7/2011,1297036800,43.02003588,-72.86551881,M,CIR,Remote CIR,4197-6T,H,Point,Pool or seep on ridgeline adjacent to road/driveway,,
SDF1863,SDF,0,2/7/2011,1297036800,42.99597728,-72.8790887,H,CIR,Remote CIR,4197-5T,H,Point,Hilltop pool near summit,,
SDF1864,SDF,0,2/7/2011,1297036800,42.99291963,-72.87790212,MH,CIR,Remote CIR,4197-5T,H,Point,Pool or seep on saddle,,
SDF1865,SDF,0,2/7/2011,1297036800,42.98939846,-72.84754557,MH,CIR,Remote CIR,4197-5T,H,Point,Pool or shadow on ridgetop,,
SDF1866,SDF,0,2/7/2011,1297036800,42.96060516,-72.83419185,H,CIR,Remote CIR,4197-4T,H,Point,Pool on broad bench in hardwoods behind 2 houses,,
SDF1867,SDF,0,2/7/2011,1297036800,42.96336559,-72.84676408,M,CIR,Remote CIR,4197-4T,H,Point,Pool or shadow on bench in conifers,,
SDF1868,SDF,0,2/7/2011,1297036800,42.96227677,-72.8454625,M,CIR,Remote CIR,4197-4T,H,Point,Pool or shadow on saddle in conifers,,
SDF1869,SDF,0,2/7/2011,1297036800,42.96228859,-72.84466732,M,CIR,Remote CIR,4197-4T,H,Point,Pool or shadow on saddle in conifers,,
SDF187,SDF,0,3/26/2009,1238025600,44.80652717,-73.04513462,M,CIR,Remote CIR,4202-110P,MH,Point,pool or seep E of summit,,
SDF1870,SDF,0,2/7/2011,1297036800,42.94416859,-72.82702483,M,CIR,Remote CIR,4197-4T,H,Point,Pool or shadow on ridgetop saddle,,
SDF1871,SDF,0,2/7/2011,1297036800,42.9184556,-72.86303367,MH,CIR,Remote CIR,4197-3T,H,Point,Pool or unmapped wetland on N edge of logging road,,
SDF1872,SDF,0,2/7/2011,1297036800,42.92623788,-72.86859151,M,CIR,Remote CIR,4197-3T,H,Point,Pool or seep on gentle slope,,
SDF1873,SDF,0,2/7/2011,1297036800,42.89898842,-72.84630317,ML,CIR,Remote CIR,4197-2T,MH,Point,"Pool, but probably shadow in old field",,
SDF1874,SDF,0,2/7/2011,1297036800,42.86150341,-72.88008013,MH,CIR,Remote CIR,4197-1T,H,Point,Pool or seep on bench E of steep slope and conifers,,
SDF1875,SDF,0,2/7/2011,1297036800,42.86177384,-72.87807131,MH,CIR,Remote CIR,4197-1T,H,Point,Pool or shadow on saddle,,
SDF1876,SDF,0,2/7/2011,1297036800,42.85303943,-72.87856859,MH,CIR,Remote CIR,4197-1T,H,Point,Large pool or unmapped wetland,,
SDF1877,SDF,0,2/7/2011,1297036800,42.84826891,-72.85927124,MH,CIR,Remote CIR,4197-1T,H,Point,Pool or pond near road,,
SDF1878,SDF,0,2/7/2011,1297036800,42.85654258,-72.86147036,H,CIR,Remote CIR,4197-1T,H,Point,Pool in field/old field near forest edge,,
SDF1879,SDF,0,2/9/2011,1297209600,42.8488023,-72.8820219,H,CIR,Remote CIR,4200-55P,H,Point,Pool on wide saddle ~50M E of road,,
SDF188,SDF,0,3/26/2009,1238025600,44.80521304,-73.04897244,ML,CIR,Remote CIR,4202-110P,MH,Point,linear pool (or pools) or seep,,
SDF1880,SDF,0,2/9/2011,1297209600,42.84703375,-72.87557133,M,CIR,Remote CIR,4200-55P,MH,Point,Small pool or seep on broad saddle,,
SDF1881,SDF,0,2/9/2011,1297209600,42.84612597,-72.87373509,M,CIR,Remote CIR,4200-55P,H,Point,Small pool or shadow on bench SW of summit,,
SDF1882,SDF,0,2/9/2011,1297209600,42.83639699,-72.87010516,H,CIR,Remote CIR,4200-55P,H,Point,Pool on bench ~30 E of road,,
SDF1883,SDF,0,2/9/2011,1297209600,42.83587403,-72.86868121,M,CIR,Remote CIR,4200-55P,H,Point,Pool on bench just 20m from road,,
SDF1884,SDF,0,2/9/2011,1297209600,42.83678266,-72.86735537,M,CIR,Remote CIR,4200-55P,H,Point,Pool or shadow on bench,,
SDF1885,SDF,0,2/9/2011,1297209600,42.83595236,-72.86776006,M,CIR,Remote CIR,4200-55P,H,Point,Pool or shadow on bench,,
SDF1886,SDF,0,2/9/2011,1297209600,42.82884303,-72.86382708,M,CIR,Remote CIR,4200-55P,MH,Point,Pool or shadow on bench,,
SDF1887,SDF,0,2/9/2011,1297209600,42.83761876,-72.85918074,H,CIR,Remote CIR,4200-55P,H,Point,Pool on wide saddle just N of ag field,,
SDF1888,SDF,0,2/9/2011,1297209600,42.8439546,-72.85140827,MH,CIR,Remote CIR,4200-55P,H,Point,Large pool or wetland; could be shadow but looks too big,,
SDF1889,SDF,0,2/9/2011,1297209600,42.82630869,-72.83935472,MH,CIR,Remote CIR,4200-55P,H,Point,Pool or seep on broad bench,,
SDF189,SDF,0,3/26/2009,1238025600,44.78129527,-73.01461796,MH,CIR,Remote CIR,4202-109P,H,Point,string of 2 or 3 pools along road (this is southern-most pool),,
SDF1890,SDF,0,2/9/2011,1297209600,42.80340283,-72.84403988,MH,CIR,Remote CIR,4200-54P,H,Point,Pool or shadow on flat,,
SDF1891,SDF,0,2/9/2011,1297209600,42.79185326,-72.84088044,MH,CIR,Remote CIR,4200-54P,H,Point,Pool or shadow on bench,,
SDF1892,SDF,0,2/9/2011,1297209600,42.79219857,-72.84798938,M,CIR,Remote CIR,4200-54P,H,Point,Pool or shadow in hardwoods ~40m N of road,,
SDF1893,SDF,0,2/9/2011,1297209600,42.7900714,-72.85408062,H,CIR,Remote CIR,4200-54P,H,Point,Pool on bench N of wetland,,
SDF1894,SDF,0,2/9/2011,1297209600,42.79130004,-72.85388313,MH,CIR,Remote CIR,4200-54P,H,Point,Pool or seep at SW corner of conifer stand; may have permanent or temporary drainage,,
SDF1895,SDF,0,2/9/2011,1297209600,42.78435994,-72.85332142,ML,CIR,Remote CIR,4200-54P,H,Point,"Pool or shadow; topo shows a structure, but not visible on CIR or ortho",,
SDF1896,SDF,0,2/9/2011,1297209600,42.78036926,-72.85506019,MH,CIR,Remote CIR,4200-54P,H,Point,Large roadside pool or pond,,
SDF1897,SDF,0,2/9/2011,1297209600,42.76365827,-72.88322724,M,CIR,Remote CIR,4200-53P,MH,Point,Pool or shadow on bench,,
SDF1898,SDF,0,2/9/2011,1297209600,42.7633634,-72.88554866,ML,CIR,Remote CIR,4200-53P,H,Point,"Probably a shadow, but worth checking if in area",,
SDF1899,SDF,0,2/9/2011,1297209600,42.76463489,-72.88685527,MH,CIR,Remote CIR,4200-53P,H,Point,Pool or seep on hillside bench,,
SDF19,SDF,0,2/4/2009,1233705600,44.78650707,-72.74184581,MH,CIR,Remote CIR,4198-43T,MH,Point,looks good,,
SDF190,SDF,0,3/26/2009,1238025600,44.78280342,-73.01423377,MH,CIR,Remote CIR,4202-109P,H,Point,Northern pool in string of 2 or 3 along road,,
SDF1900,SDF,0,2/9/2011,1297209600,42.76416731,-72.88678021,MH,CIR,Remote CIR,4200-53P,H,Point,Pool or seep on hillside bench,,
SDF1901,SDF,0,2/9/2011,1297209600,42.75618008,-72.8713932,M,CIR,Remote CIR,4200-53P,H,Point,Roadside pool or shadow on saddle,,
SDF1902,SDF,0,2/9/2011,1297209600,42.76440213,-72.84840441,H,CIR,Remote CIR,4200-53P,H,Point,Pool on saddle at S edge of conifers,,
SDF191,SDF,0,3/26/2009,1238025600,44.76641695,-73.01694784,M,CIR,Remote CIR,4202-109P,H,Point,pool or pond on field edge,,
SDF192,SDF,0,3/26/2009,1238025600,44.76419848,-73.01661008,M,CIR,Remote CIR,4202-109P,H,Point,pool or seep in conifers,,
SDF193,SDF,0,3/26/2009,1238025600,44.74345588,-73.07214047,M,CIR,Remote CIR,4202-108P,H,Point,pool or seep near drainage,,
SDF194,SDF,0,3/26/2009,1238025600,44.74082786,-73.07219083,M,CIR,Remote CIR,4202-108P,H,Point,pool or seep,,
SDF195,SDF,0,3/26/2009,1238025600,44.75308127,-73.01451653,M,CIR,Remote CIR,4202-108P,H,Point,roadside pool or pond,,
SDF196,SDF,0,3/26/2009,1238025600,44.74990483,-73.01625068,MH,CIR,Remote CIR,4202-108P,H,Point,pool or seep on bench,,
SDF197,SDF,0,3/26/2009,1238025600,44.75639686,-73.01895525,ML,CIR,Remote CIR,4202-108P,H,Point,pool or pond (looks like open open water),,
SDF198,SDF,0,3/26/2009,1238025600,44.72099379,-73.06767983,ML,CIR,Remote CIR,4202-108P,ML,Point,pool or seep in bowl,,
SDF199,SDF,0,3/26/2009,1238025600,44.71990227,-73.06659771,L,CIR,Remote CIR,4202-108P,M,Point,probably a shadow,,
SDF2,SDF/PUW,0,1/22/2009,1232582400,44.9852185,-72.75991817,ML,CIR,Remote CIR,4198-36T,L,Point,Second of two potential/questionable pools/shadows; 2nd apx 100 ft away from road,,
SDF20,SDF,0,2/4/2009,1233705600,44.78730786,-72.74030442,MH,CIR,Remote CIR,4198-43T,M,Point,may be several in this area,,
SDF200,SDF,0,3/26/2009,1238025600,44.71793425,-73.06614218,L,CIR,Remote CIR,4202-108P,M,Point,probably a seep,,
SDF201,SDF,0,3/26/2009,1238025600,44.71321993,-73.06822033,M,CIR,Remote CIR,4202-107P,MH,Point,pool or shadow W of summit,,
SDF202,SDF,0,3/26/2009,1238025600,44.69521054,-73.06875464,M,CIR,Remote CIR,4202-107P,MH,Point,pool or pond ~300m S of powerline ROW,,
SDF203,SDF,0,3/26/2009,1238025600,44.7055788,-73.00980128,MH,CIR,Remote CIR,4202-107P,H,Point,looks like a pool,,
SDF204,SDF,0,3/26/2009,1238025600,44.66320082,-73.08144699,MH,CIR,Remote CIR,4202-76P,H,Point,small pool on bench,,
SDF205,SDF,0,3/26/2009,1238025600,44.68042297,-73.12437635,M,CIR,Remote CIR,4202-76P,H,Point,pool or shadow,,
SDF206,SDF,0,3/26/2009,1238025600,44.68028764,-73.12264318,M,CIR,Remote CIR,4202-76P,H,Point,pool or shadow,,
SDF207,SDF,0,3/26/2009,1238025600,44.68449714,-73.07600948,ML,CIR,Remote CIR,4202-76P,M,Point,pool or shadow,,
SDF208,SDF,0,3/26/2009,1238025600,44.68425716,-73.07382877,ML,CIR,Remote CIR,4202-76P,M,Point,pool or shadow,,
SDF209,SDF,0,3/26/2009,1238025600,44.68347207,-73.07254921,ML,CIR,Remote CIR,4202-76P,M,Point,"pool or shadow, might be drainage",,
SDF21,SDF,0,2/4/2009,1233705600,44.77420463,-72.79449787,ML,CIR,Remote CIR,4198-44T,MH,Point,pool/shadow?,,
SDF210,SDF,0,3/26/2009,1238025600,44.68959479,-73.07146444,M,CIR,Remote CIR,4202-77P,H,Point,"open water, probably a pond",,
SDF211,SDF,0,3/26/2009,1238025600,44.70388196,-73.12969326,M,CIR,Remote CIR,4202-77P,H,Point,pool or seep,,
